,Incident Summary,State,Open Date
2614,HSCN - DSL Outage,Closed,31-Jan-2022 08:32
2615,HSCN - DSL Outage,Closed,31-Jan-2022 08:31
2616,HSCN - DSL Outage,Closed,31-Jan-2022 08:27
2617,HSCN Down - Raised by ISP,Closed,31-Jan-2022 08:23
2618,HSCN - DSL Outage,Closed,28-Jan-2022 15:09
2619,HSCN - DSL Outage,Closed,28-Jan-2022 12:55
2620,HSCN connection slow,Closed,27-Jan-2022 16:12
2621,HSCN - DSL Outage,Closed,27-Jan-2022 10:01
2622,HSCN connection down,Closed,26-Jan-2022 14:40
2623,HSCN - DSL Outage,Closed,26-Jan-2022 09:59
2624,HSCN - DSL Outage,Closed,26-Jan-2022 08:22
2625,HSCN - DSL Outage,Closed,26-Jan-2022 08:06
2626,HSCN Down - Raised by User,Closed,25-Jan-2022 16:59
2627,HSCN - DSL Outage,Closed,25-Jan-2022 14:29
2628,HSCN - DSL Outage,Closed,25-Jan-2022 14:09
2629,HSCN - DSL Outage,Closed,25-Jan-2022 14:01
2630,HSCN - DSL Outage - Router replaced,Closed,25-Jan-2022 13:56
2631,HSCN - DSL Outage,Closed,25-Jan-2022 13:54
2632,HSCN - DSL Outage,Closed,25-Jan-2022 09:45
2633,HSCN - DSL Outage,Closed,24-Jan-2022 16:04
2634,3G Outage - No HSCN on site,Closed,24-Jan-2022 14:26
2635,HSCN - DSL Outage,Closed,24-Jan-2022 13:04
2636,HSCN - Intermittent,Closed,24-Jan-2022 10:40
2637,HSCN - Down,Closed,24-Jan-2022 10:11
2638,HSCN - DSL Outage,Closed,22-Jan-2022 11:32
2639,HSCN - DSL Outage,Closed,21-Jan-2022 17:29
2640,HSCN Down - Raised by User,Closed,21-Jan-2022 16:50
2641,HSCN - DSL Outage,Closed,21-Jan-2022 12:49
2642,HSCN - DSL Outage,Closed,20-Jan-2022 13:53
2643,HSCN - No Connection,Closed,20-Jan-2022 09:38
2644,HSCN - DSL Outage,Closed,20-Jan-2022 08:07
2645,HSCN-no connection,Closed,18-Jan-2022 11:48
2646,HSCN - Intermittent Connection,Closed,18-Jan-2022 10:56
2647,HSCN - No Connection,Closed,18-Jan-2022 08:39
2648,HSCN - DSL Outage,Closed,18-Jan-2022 08:20
2649,HSCN - DSL Outage,Closed,18-Jan-2022 07:57
2650,HSCN - DSL Outage,Closed,17-Jan-2022 09:37
2651,HSCN - No Connection,Closed,17-Jan-2022 09:11
2652,HSCN - No Connection,Closed,17-Jan-2022 08:29
2653,HSCN - Intermittent DSL Outage,Closed,17-Jan-2022 08:07
2654,HSCN - DSL Outage,Closed,17-Jan-2022 08:02
2655,HSCN - DSL Outage,Closed,17-Jan-2022 07:59
2656,HSCN - DSL Outage,Closed,17-Jan-2022 07:55
2657,HSCN - DSL Outage,Closed,17-Jan-2022 07:54
2658,"HSCN - DSL Outage, Clients",Closed,15-Jan-2022 10:12
2659,HSCN - DSL Outage,Closed,14-Jan-2022 16:42
2660,HSCN - DSL Outage/Intermittent,Closed,14-Jan-2022 15:28
2661,HSCN - DSL Outage,Closed,14-Jan-2022 09:23
2662,HSCN-not connection,Closed,13-Jan-2022 15:52
2663,HSCN Intermittent - Raised by ISP,Closed,13-Jan-2022 07:57
2664,HSCN Down - Raised by ISP,Closed,13-Jan-2022 07:54
2665,HSCN - DSL Outage,Closed,12-Jan-2022 09:50
2666,HSCN Down - Raised by ISP,Closed,12-Jan-2022 07:52
2667,HSCN connection down,Closed,11-Jan-2022 12:07
2668,HSCN Down - Raised by ISP,Closed,11-Jan-2022 07:57
2669,HSCN Down - Raised by ISP,Closed,11-Jan-2022 07:55
2670,HSCN intermittent slow - difficulties with multiple PWADs and reconnection issues,Closed,10-Jan-2022 16:15
2671,HSCN - DSL Outage,Closed,10-Jan-2022 15:05
2672,HSCN - Slow,Closed,10-Jan-2022 14:31
2673,HSCN-no connection,Closed,10-Jan-2022 12:26
2674,HSCN - Connection Loss,Closed,10-Jan-2022 10:11
2675,HSCN - DSL Outage,Closed,10-Jan-2022 09:30
2676,HSCN - DSL Outage,Closed,10-Jan-2022 08:57
2677,HSCN - DSL Outage,Closed,08-Jan-2022 12:49
2678,HSCN - DSL Outage,Closed,08-Jan-2022 11:28
2679,HSCN - DSL Outage,Closed,08-Jan-2022 08:45
2680,HSCN - No Internet,Closed,06-Jan-2022 12:38
2681,MI - KCOM HSCN,Closed,06-Jan-2022 10:42
2682,HSCN - No Connection,Closed,06-Jan-2022 10:29
2683,HSCN - DSL Outage,Closed,05-Jan-2022 10:14
2684,HSCN - DSL Outage,Closed,04-Jan-2022 17:59
2685,HSCN - DSL Outage,Closed,04-Jan-2022 17:49
2686,HSCN - No Internet,Closed,31-Dec-2021 16:28
2687,HSCN - DSL Outage reported by ISP,Closed,30-Dec-2021 16:08
2688,HSCN - DSL Outage,Closed,30-Dec-2021 12:19
2689,HSCN - DSL Outage,Closed,29-Dec-2021 17:41
2690,HSCN - DSL Outage,Closed,29-Dec-2021 09:02
2691,HSCN - Slow/Intermittent,Closed,23-Dec-2021 11:20
2692,HSCN Slow/Intermittent - Raised by User,Closed,23-Dec-2021 10:23
2693,HSCN - DSL Outage,Closed,22-Dec-2021 16:00
2694,HSCN - New router set up,Closed,22-Dec-2021 14:51
2695,HSCN - Intermittent Internet,Closed,21-Dec-2021 16:29
2696,HSCN - DSL Outage,Closed,21-Dec-2021 12:05
2697,HSCN - New router,Closed,20-Dec-2021 13:46
2698,HSCN - No Connection,Closed,20-Dec-2021 10:45
2699,HSCN - Slow Speed,Closed,20-Dec-2021 09:09
2700,HSCN - DSL Outage,Closed,20-Dec-2021 08:11
2701,HSCN - DSL Outage,Closed,20-Dec-2021 08:09
2702,HSCN - DSL Outage,Closed,18-Dec-2021 11:00
2703,HSCN - Intermittent Outages,Closed,17-Dec-2021 16:08
2704,HSCN - DSL Outage,Closed,17-Dec-2021 14:55
2705,HSCN - DSL Outage,Closed,17-Dec-2021 14:48
2706,HSCN - Slow Connection,Closed,17-Dec-2021 13:14
2707,HSCN - DSL Outage,Closed,17-Dec-2021 10:13
2708,HSCN - Slow Internet,Closed,16-Dec-2021 17:52
2709,HSCN - Slow / Intermittent connection,Closed,16-Dec-2021 16:30
2710,HSCN - Router install,Closed,16-Dec-2021 15:17
2711,HSCN - DSL Outage,Closed,15-Dec-2021 17:43
2712,HSCN - DSL Outage,Closed,15-Dec-2021 13:14
2713,HSCN - DSL Outage,Closed,15-Dec-2021 12:01
2714,HSCN - DSL Outage,Closed,15-Dec-2021 12:01
2715,HSCN - DSL Outage,Closed,15-Dec-2021 11:15
2716,HSCN - DSL Outage,Closed,15-Dec-2021 11:12
2717,HSCN - Intermittent outage reported by ISP,Closed,15-Dec-2021 11:05
2718,HSCN - DSL Outage,Closed,15-Dec-2021 08:59
2719,HSCN - DSL Outage,Closed,15-Dec-2021 08:35
2720,HSCN - Intermittent connection raised by ISP,Closed,15-Dec-2021 08:22
2721,HSCN - Intermittent connection reported by ISP,Closed,15-Dec-2021 08:17
2722,HSCN - Router Setup,Closed,14-Dec-2021 13:52
2723,HSCN - DSL Outage,Closed,14-Dec-2021 10:26
2724,HSCN - DSL Outage,Closed,14-Dec-2021 08:55
2725,HSCN - DSL Outage,Closed,14-Dec-2021 08:42
2726,HSCN - DSL Outage,Closed,13-Dec-2021 13:10
2727,HSCN - DSL Outage,Closed,13-Dec-2021 13:03
2728,HSCN - DSL Outage,Closed,13-Dec-2021 07:48
2729,HSCN - DSL Outage,Closed,13-Dec-2021 07:46
2730,HSCN - DSL Outage,Closed,13-Dec-2021 07:45
2731,"HSCN - DSL Outage, Server",Closed,11-Dec-2021 12:58
2732,HSCN - DSL Outage,Closed,11-Dec-2021 11:40
2733,HSCN - DSL Outage,Closed,11-Dec-2021 09:51
2734,HSCN - DSL Outage,Closed,11-Dec-2021 08:40
2735,HSCN - DSL Outage,Closed,10-Dec-2021 11:04
2736,HSCN-not connection,Closed,10-Dec-2021 10:14
2737,No Internet - HSCN,Closed,09-Dec-2021 15:25
2738,HSCN - DSL Outage,Closed,09-Dec-2021 08:13
2739,HSCN - Loss of Connection,Closed,07-Dec-2021 17:12
2740,"HSCN - DSL Outage, Client",Closed,07-Dec-2021 15:18
2741,HSCN - Loss of Connection,Closed,07-Dec-2021 13:36
2742,HSCN Down - Raised by User,Closed,03-Dec-2021 13:34
2743,HSCN - No Connection,Closed,03-Dec-2021 09:22
2744,HSCN Down - Raised by User,Closed,03-Dec-2021 08:32
2745,HSCN Down - Raised by ISP,Closed,03-Dec-2021 08:03
2746,HSCN Down - Raised by ISP,Closed,03-Dec-2021 08:00
2747,HSCN Down - Raised by ISP,Closed,03-Dec-2021 07:58
2748,HSCN - Slow,Closed,02-Dec-2021 10:15
2749,HSCN Down - Raised by ISP,Closed,02-Dec-2021 08:51
2750,HSCN Down - Raised by ISP,Closed,02-Dec-2021 08:48
2751,HSCN - Line Speed Issues,Closed,01-Dec-2021 11:55
2752,HSCN Intermittent - Raised by ISP,Closed,01-Dec-2021 08:20
2753,HSCN Down - Raised by ISP,Closed,01-Dec-2021 08:07
2754,HSCN Down - Raised by ISP,Closed,01-Dec-2021 08:05
2755,HSCN - FTTC order chase after rest of upgrade has been processed,Closed,30-Nov-2021 12:49
2756,HSCN - Line Speed Issues,Closed,30-Nov-2021 10:26
2757,HSCN Down - Raised by User,Closed,30-Nov-2021 08:13
2758,HSCN Down - Raised by ISP,Closed,30-Nov-2021 08:11
2759,HSCN Intermittent - Raised by ISP,Closed,30-Nov-2021 08:08
2760,HSCN Down - Raised by ISP,Closed,30-Nov-2021 08:05
2761,HSCN - DSL Outage,Closed,29-Nov-2021 10:13
2762,HSCN Down - Raised by ISP,Closed,29-Nov-2021 10:11
2763,HSCN Intermittent - Raised by ISP,Closed,29-Nov-2021 09:06
2764,"HSCN - DSL Outage, Client",Closed,29-Nov-2021 08:57
2765,HSCN Down - Raised by ISP,Closed,29-Nov-2021 08:46
2766,HSCN Down - Raised by ISP,Closed,29-Nov-2021 08:37
2767,HSCN Down - Raised by ISP,Closed,29-Nov-2021 08:24
2768,HSCN Down - Raised by ISP,Closed,29-Nov-2021 08:18
2769,HSCN Intermittent - Raised by ISP,Closed,29-Nov-2021 08:12
2770,HSCN Intermittent - Raised by ISP,Closed,29-Nov-2021 08:10
2771,HSCN Down - Raised by ISP,Closed,29-Nov-2021 08:07
2772,HSCN Down - Raised by ISP,Closed,29-Nov-2021 08:02
2773,HSCN Down - Raised by ISP,Closed,29-Nov-2021 07:58
2774,HSCN Down - Raised by ISP,Closed,27-Nov-2021 10:18
2775,HSCN Outage,Closed,26-Nov-2021 09:46
2776,HSCN - Slow speed,Closed,25-Nov-2021 15:18
2777,HSCN - Slow,Closed,25-Nov-2021 14:21
2778,"HSCN - DSL Outage, Server",Closed,25-Nov-2021 09:20
2779,HSCN - Down,Closed,23-Nov-2021 15:29
2780,HSCN Down - Raised by User,Closed,22-Nov-2021 12:54
2781,HSCN Down - Reported by Site,Closed,22-Nov-2021 12:29
2782,HSCN down,Closed,19-Nov-2021 11:31
2783,HSCN - Outage,Closed,17-Nov-2021 09:34
2784,HSCN-slow,Closed,16-Nov-2021 14:07
2785,HSCN - ASDL Outage,Closed,15-Nov-2021 14:33
2786,HSCN - DSL Outage,Closed,15-Nov-2021 10:04
2787,HSCN - Outage,Closed,13-Nov-2021 10:56
2788,HSCN - ADSL Outage,Closed,13-Nov-2021 09:55
2789,HSCN Down - Raised by ISP,Closed,12-Nov-2021 15:54
2790,HSCN Down - Raised by ISP,Closed,12-Nov-2021 09:54
2791,HSCN Down - Raised by ISP,Closed,12-Nov-2021 09:51
2792,HSCN Connection - Down,Closed,12-Nov-2021 09:07
2793,HSCN Down - Raised by ISP,Closed,12-Nov-2021 08:13
2794,HSCN Down - Raised by ISP,Closed,12-Nov-2021 08:04
2795,HSCN - Connection Lost - Raised by ISP,Closed,11-Nov-2021 13:03
2796,HSCN - Connection Lost - Raised by ISP,Closed,11-Nov-2021 12:58
2797,HSCN - Connection Down - Raised by ISP,Closed,11-Nov-2021 08:02
2798,HSCN - DSL Intermittent - Raised by ISP,Closed,11-Nov-2021 08:01
2799,HSCN Down raised by ISP,Closed,10-Nov-2021 07:55
2800,Internittent HSCN raised by ISP,Closed,10-Nov-2021 07:51
2801,HSCN Down - Raised by ISP,Closed,09-Nov-2021 14:14
2802,HSCN Down - Raised by ISP,Closed,09-Nov-2021 14:09
2803,HSCN down - Raused by ISP,Closed,09-Nov-2021 09:32
2804,HSCN - Down raised by ISP,Closed,09-Nov-2021 09:12
2805,HSCN - Down raised by ISP,Closed,09-Nov-2021 07:57
2806,HSCN - Slow internet,Closed,04-Nov-2021 13:58
2807,HSCN - Intermittent Loss,Closed,03-Nov-2021 10:50
2808,HSCN- connection down,Closed,03-Nov-2021 10:05
2809,HSCN slow,Closed,02-Nov-2021 10:51
2810,HSCN - Connection Offline,Closed,01-Nov-2021 11:19
2811,HSCN - DSL Outage,Closed,29-Oct-2021 15:34
2812,HSCN - DSL Outage,Closed,27-Oct-2021 18:13
2813,HSCN connection down.,Closed,26-Oct-2021 12:03
2814,HSCN Connection - Down,Closed,25-Oct-2021 09:20
2815,HSCN connection down,Closed,25-Oct-2021 08:44
2816,HSCN - FTTC Upgrade,Closed,23-Oct-2021 11:58
2817,HSCN - ADSL Outage,Closed,21-Oct-2021 14:59
2818,HSCN - DSL Outage,Closed,21-Oct-2021 09:52
2819,HSCN slow,Closed,18-Oct-2021 10:15
2820,HSCN - DSL Outage,Closed,15-Oct-2021 15:42
2821,HSCN - DSL Outage,Closed,15-Oct-2021 15:21
2822,HSCN - Outage,Closed,13-Oct-2021 16:47
2823,HSCN - DSL Outage,Closed,13-Oct-2021 16:40
2824,HSCN - Slowness,Closed,13-Oct-2021 10:26
2825,HSCN - Frequent Connection Outages,Closed,12-Oct-2021 12:20
2826,HSCN - Outage,Closed,12-Oct-2021 11:52
2827,HSCN - DSL Outage,Closed,12-Oct-2021 09:41
2828,HSCN- connection down,Closed,11-Oct-2021 11:12
2829,HSCN-smart card not logging in,Closed,11-Oct-2021 08:59
2830,HSCN-slow speed,Closed,08-Oct-2021 17:20
2831,HSCN-connection down,Closed,05-Oct-2021 12:21
2832,HSCN - DSL Outage,Closed,04-Oct-2021 09:08
2833,HSCN - slow speed internet,Closed,02-Oct-2021 10:02
2834,HSCN - Outage,Closed,01-Oct-2021 14:09
2835,"HSCN - DSL Outage, Server",Closed,28-Sep-2021 13:33
2836,HSCN - DSL Outage,Closed,27-Sep-2021 11:10
2837,HSCN - No Connection,Closed,23-Sep-2021 14:08
2838,HSCN - DSL Outage,Closed,23-Sep-2021 09:36
2839,HSCN - DSL Outage,Closed,22-Sep-2021 10:21
2840,HSCN - Query,Closed,20-Sep-2021 13:44
2841,Server PC - No HSCN connection,Closed,20-Sep-2021 08:22
2842,HSCN - DSL Outage,Closed,18-Sep-2021 09:21
2843,HSCN - DSL Outage,Closed,17-Sep-2021 10:31
2844,HSCN - DSL Outage,Closed,17-Sep-2021 10:03
2845,"HSCN - DSL Outage, Clients",Closed,14-Sep-2021 08:53
2846,HSCN - Outage,Closed,13-Sep-2021 09:50
2847,HSCN - DSL Outage,Closed,13-Sep-2021 08:25
2848,HSCN - Dropping,Closed,10-Sep-2021 11:34
2849,HSCN-down,Closed,09-Sep-2021 09:22
2850,Lloyds HSCN issue,Closed,06-Sep-2021 15:48
2851,HSCN - Outage,Closed,06-Sep-2021 13:27
2852,HSCN - Outage,Closed,03-Sep-2021 14:23
2853,HSCN - DSL Outage,Closed,03-Sep-2021 09:21
2854,HSCN - DSL Outage,Closed,03-Sep-2021 08:39
2855,HSCN - DSL Outage,Closed,03-Sep-2021 08:36
2856,HSCN - DSL Outage,Closed,03-Sep-2021 08:14
2857,HSCN - Very Slow & Intermittent,Closed,02-Sep-2021 17:11
2858,"HSCN - Outage, C3",Closed,02-Sep-2021 15:18
2859,HSCN - Offline,Closed,02-Sep-2021 09:37
2860,Lloyds HSCN issue,Closed,02-Sep-2021 09:07
2861,HSCN - DSL Outage,Closed,31-Aug-2021 10:38
2862,HSCN - Down,Closed,31-Aug-2021 09:44
2863,HSCN - Dropping,Closed,27-Aug-2021 09:51
2864,HSCN - DSL Outage,Closed,27-Aug-2021 09:24
2865,HSCN - Slow connection reported,Closed,25-Aug-2021 10:24
2866,HSCN - Intermittent internet,Closed,24-Aug-2021 16:53
2867,HSCN - Outage,Closed,24-Aug-2021 13:18
2868,Enquiry - HSCN Fibre,Closed,24-Aug-2021 13:06
2869,Lloyds HSCN Issue,Closed,24-Aug-2021 11:11
